text,label
"Yeah, you have homosexual hair.",0
"So, um, did she...",0
Twice.,0
Twice?,0
"Oh, that sucks!",6
You guys okay?,0
Maybe that's 'cause she's not really gone.,0
"Nono, she's gone.",0
We checked. A lot.,0
"Aw. Hey, Pheebs, want this?",4
Thanks!,1
Sure. I just sharpened her this morning.,0
I don't see why not.,3
Here's my retainer!,1
Dad!,2
You what?,2
Define fun.,0
That's probably what they'll say.,0
I'd like that.,0
"Hey, gorgeous.",1
Oh! Okay! Phew!,1
"I dunno, uh... you just have a-a...",0
"...Quality, right, great.",1
What? He's cute!,1
"Well, yeah... 's'no Brian in Payroll.",1
Is Brian...?,0
This one?,0
No.,0
Wait! We need shoes!,5
"Okay. Um, how about these?",2
That's really a day shoe.,0
"No, it really should be burgundy.",1
Oh my God..,3
"Is everything all right, dear?",2
"Yeah, just... just Nana stuff.",0
"How we doing, you guys ready?",1
"Oh, you-you mean your earrings?",2
What'd I say?,0
Hm-m.,0
Are these the shoes?,0
Yes. Paolo sent them from Italy.,5
Morning. We ready to go?,4
It was a really beautiful service.,1
What?,0
"Check it out, Giants-Cowboys.",0
God! Ross!,3
An advance?,0
"Rachel, Rachel, sweetheart. You're a terrible, terrible waitress. Really, really awful.",3
"Hi, is uh, is Carol here?",0
"No, she's at a faculty meeting.",0
"Oh, I uh, just came by to pick up my skull. Well, not mine, but...Susan: Come in.",0
"Thanks. Yeah, Carol borrowed it for a class, and I have to get it back to the museum.",0
What's it look like?,0
Kinda like a big face without skin.,0
"Yes, I'm familiar with the concept. We can just look for it.",0
"Ok. Wow, you guys sure have a lot of books about bein' a lesbian.",0
"Well, you know, you have to take a course. Otherwise, they don't let you do it.",1
"Hey, hey, Yertle the Turtle. A classic.",1
"Actually, I'm reading it to the baby.",0
"What, you don't think they can hear sounds in there?",0
"You're not serious, I mean, you really... you really talk to it?",2
"Yeah, all the time. I want the baby to know my voice.",0
"Do you uh, do you talk about me?",0
"Yeah, yeah, all the time.",0
Really?,0
"Oh, I believe it. I think the baby can totally hear everything. I can show you. Look, this will seem a little weird, but you put your head inside this turkey, and then we'll all talk, and you'll hear everything we say.",0
"I'd just like to say that I'm totally behind this experiment. In fact, I'd very much like to butter your head.",1
"Hey, Rach, did you make your money?",0
"No, not even close. Forget Vail, forget seeing my family, forget shoop, shoop, shoop.",6
"Rach, here's your mail.",0
"Thanks, you can just put it on the table.",0
"No, here's your mail.",5
"Thanks, you can just put it on the table.",0
Would you just open it?,5
"Oh my god, oh, you guys are great.",1
We all chipped in.,1
We did?,0
You owe me 20 bucks.,0
Thank you. Thank you so much!,1
"Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner? What, what, what is it with you and this holiday?",0
"All right, I'm nine years old.",0
"Oh, I hate this story.",3
Oh my god.,6
Yes. It's very difficult to appreciate a Thanksgiving dinner once you've seen it in reverse.,6
We did?,2
"Yeah, at Macy's. You were the Obsession girl, right? I was the Aramis guy. Aramis? Aramis?",0
"Yeah, right.",4
I gotta tell you. You're the best in the business.,1
Get out.,3
"I'm serious. You're amazing. You know when to spritz, when to lay back.",1
Really? You don't know what that means to me.,5
"Ooh, you smell great tonight. What're you wearing?",5
Nothing.,1
"Listen, uh, you wanna go get a drink or something?",1
Yeah. Oh.,0
What's wrong?,2
"I just remembered, I have to do something.",2
Oh. What?,2
"Um, leave.",3
"Wait, wait, wait!",3
Anytime you're ready.,0
"Ok, ok, here we go. Ok, where am I talking to, here? I mean, uh, well, there is one way that seems to offer a certain acoustical advantage, but...",1
Just aim for the bump.,0
"Ok, ok, ok, ok, here goes. You know, I, you know, can't do this. Uh, this is too weird. I feel stupid.",2
"So don't do it, it's fine. You don't have to do it just because Susan does it.",5
"Hello, baby. Hello, hello.",0
"Yeah, but did they have to shoot him down? I mean, that was just mean.",3
"Ok, right about now the turkey should be crispy on the outside, juicy on the inside. Why are we standing here?",0
We're waiting for you to open the door. You got the keys.,0
No I don't.,0
"Yes, you do. When we left, you said, ""got the keys.""",0
"No I didn't. I asked, ""got the ke-eys?""",3
"No, no, no, you said, ""got the keys"".",3
Do either of you have the keys?,0
The oven is on.,2
"Oh, I gotta get my ticket!",2
"Well then get it, get it!",3
That tone will not make me go any faster.,0
Joey!,3
That one will.,0
"Hi, how's it goin?",0
I did.,0
"Does it always, uh--?",0
"No, no that was the first.",1
Keep singing! Keep singing!,1
I felt it!,1
Do you think they have yesterday's daily news?,0
Why?,0
"Where? Ooh, come to Momma.",1
"He's coming. Be cool, be cool, be cool.",2
Nice hat.,0
Thanks.,1
We should do something. Whistle.,1
We are not going to whistle.,3
"Come on, do it.",1
No!,3
Do it!,5
No!,3
Do it do it do it!,1
Woo-woo!,1
I can't believe you did that!,1
"Phoebe, what are you doing?",0
Maybe nobody's tried this.,0
"I wish we at least knew his name... Look at that face. I mean, even sleeping, he looks smart. I bet he's a lawyer.",0
"Yeah, but did you see the dents in his knuckles? That means he's artistic.",0
"Okay, he's a lawyer, who teaches sculpting on the side. And- he can dance!",0
I wish all guys could be like him.,0
I know.,0
"Let's see. Congress is debating a new deficit reduction bill... the mayor wants to raise subway fares again... the high today was forty-five... and- oh, teams played sports.",3
What about Glen? He could be a Glen.,0
Nah... not-not special enough.,3
Ooh! How about Agamemnon?,1
Waaay too special.,1
Hi.,0
Hi.,0
What are you doing here?,0
"Nothing, I just thought I'd stop by.. y'know, after the uh... that I.. y'know, so what are you doing here?",0
I'm not really here. Just thought I'd drop these off...on the way.. my way... Do you come here a lot? Without me?,0
"No. No! No! ...So, um, do you think he's doing any better than he was this morning?",0
How would I know? I-I wasn't here.,0
"Really? Not even to, um, change his PAJAMAS?!",5
Oh my God.,2
You're my friend. I-I had to tell you.,5
I can't believe it. Paolo kissed my mom?,3
"Yeah, um, I don't know if you noticed, but he had a lot to drink, and you know how he gets when he's drun..uh... I can't do this, I did it, it was me, I'm sorry, I kissed your mom.",2
What?,3
"I was really upset about Rachel and Paolo, and I think I had too much tequila, and Nora- um, Mrs. Mom- your Bing- was just being nice, y'know, and- But nothing happened, nothing- Ask Joey, Joey, uh, came in-",2
You knew about this?,3
"Uh... y'know, knowledge is a tricky thing.",4
"I spent the entire day with you, why didn't you tell me?!",3
"Hey, hey, hey, you're lucky I caught them when I did, or else who knows what woulda happened.",0
"Thanks, man, big help.",3
I can't believe this! What the hell were you thinking?,3
"I wasn't- I mean, I-",2
"Y'know, of all my friends, no-one knows the crap I go through with my mom more than you.",3
I know-,6
I can't believe you did this.,3
Chandler-,6
"Me neither, y'know what-",3
I'm still mad at you for not telling me.,3
What are you mad at me for?!,6
Chandler-,6
You gotta let me slam the door!,3
Joey-,6
Ah! Huh?,3
What's a 'niffle'?,0
You usually find them on the 'heaving beasts'.,1
"Alright, alright, so I'm not a great typist...",6
"Wait, did you get to the part about his 'huge throbbing pens'? Tell ya, you don't wanna be around when he starts writing with those!",1
"Alright, that's it! Give it back! That's it!",3
Nooo!,6
"Aunt Syl, stop yelling! All I'm saying is that if you had told me vegetarian lasagna, I would have made vegetarian lasagna. Well, the meat's only every third layer, maybe you could scrape.",3
"Ross, did you really read all these baby books?",0
"Yup! You could plunk me down in the middle of any woman's uterus, no compass, and I can find my way out of there like that!",1
"Ooh, this is cool...it says in some parts of the world, people actually eat the placenta.",1
"And, we're done with the yogurt.",0
Sorry.,6
"Aunt Syl, I did this as a favor, I am not a caterer. What do you want me to do with a dozen lasagnas? Nice talk, Aunt Syl. You kiss Uncle Freddie with that mouth?",3
"Hey Ross, listen, you know that right now, your baby's only this big? This is your baby. Hi Daddy!",1
Hello!,1
How come you don't live with Mommy? How come Mommy lives with that other lady? What's a lesbian?,1
"Honey, you can say it, Poconos, Poconos, it's like Poc-o-nos",1
"Ah, poke a nose, mmm",1
"Mma, Mma, Mmaah",0
"So, did I hear Poconos?",0
"Yes, my sister's giving us her place for the weekend.",1
"Woo-hoo, first weekend away together!",1
"Yeah, that's a big step.",1
I know...,1
"Ah, it's just a weekend, big deal!",1
"Wasn't this supposed to be just a fling, huh? Shouldn't it be... flung by now?",3
"...nauseous, I'm physically nauseous. What am I supposed to do, huh? Call immigration? I could call immigration!",3
"Ok, so it's just because it was my table, I have to buy a new one?",3
That's the rule.,5
"What rule? There's no rule, if anything, you owe me a table!",3
How'd you get to that?,2
"Well, I believe the piece of furniture was fine until your little breakfast adventure with Angela Delvecchio",3
You knew about that?,2
"Well, let's just say the impressions you made in the butter left little to the imagination.",0
"Ok, ok, How about if we split it?",2
"What do you mean, like, buy it together?",0
Yeah,0
You think we're ready for something like that?,2
Why not?,0
"Why, are you moving out?",2
I'm not moving out.,0
You'd tell me if you were moving out right,2
"Yeah, yeah, it's just that with my last roommate Kip...",6
"Aw, I know all about Kip!",5
"Aw, don't do that",6
We've got a couple changes in your schedule. Your 4:00 herbal massage has been pushed back to 4:30 and Miss Somerfield canceled her 5:30 shiatsu.,0
"Ok, thanks.",0
"Oh, here comes your 3:00. I don't mean to sound unprofessional, but, yum",0
"Buon Giorno, Bella Phoebe!",0
"Oh, Paolo, hi, what are you doing here?",0
"Uh, Racquela tell me you massage, eh?",0
"Well, Racquela's right, yeah!",0
"Oh, okay, I don't know what you just said, so let's get started.",0
"Uh, I am, uh, being naked?",2
"Um, that's really your decision, I mean, some people prefer, you know, to take off...oh whoops! You're being naked!",0
"I can't believe you don't want to know. I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows....",5
And Monica knows...,0
"Wha, heh, how could you know, I don't even know!",1
So what's it gonna be?,0
"Waitohheyhuh, oh great now he knows, and I don't know!",1
"I'm sorry, I'm just excited about being an aunt!",1
Or an uncle...,0
Hey Phoebe!,1
Hi Pheebs!,1
Pheebs!,1
Fine!,0
"Phoebe, what's the matter?",0
"Nothing, I'm sorry, I'm just, I'm out of sorts.",6
"Hey, can we get some cappuccino over here?",0
"Oh, right, that's me!",0
Fine.,0
"Phoebe, what is it?",0
"All right, you know Paolo?",0
"I'm familiar with his work, yes...",0
"Whoa, store will be open tomorrow!",1
"More coffee over here, please!",1
"Well, what happened?",0
Ooooohh!,1
My God.,2
Are you sure?,0
Was it...?,3
Oooooo....,1
"""Ooo,"" what?",0
Uma Thurman.,0
Oh!,1
The actress!,1
Thanks Rach.,1
So what are you gonna do?,0
"Oh, yeah, you have to tell her.",0
Feminist issue. That's where I went!,5
She is gonna hate me.,2
"Yeah, well...",0
That's patio furniture!,1
What about the birds?,4
You pick one.,0
"All right, how about the ladybugs?",4
Hey!,1
Hi Pheebs!,1
Are you moving out?,0
"Oh! Ok, um, ok, um,",2
"Oh, Pheebs, Pheebs...",6
I guess you don't.,0
"So, what do you think?",0
I know!,1
"That is it! You just barge in here, you don't knock",3
I'm sorry!,6
You have no respect for anybody's privacy!,3
"Rachel, wait, wait.",0
"No, you wait! This is ridiculous!",3
Can I just say one thing?,2
What? What?!,3
Oh!!,3
"Gotta go. I miss you too, I love you, but it's getting real late now",6
"Hey Ma. Listen, I made the appointment with Dr. Bazida, and... Excuse me? Did you know this isn't Ma?",0
Her name's Ronni. She's a pet mortician.,0
Sure. So how long you been...,0
Since then?!,0
...I d'know.,0
Then y'haven't. You're burning your tomatoes.,0
You're one to talk.,3
"Joe, your dad's in love big time. And the worst part of it is, it's with two different women.",2
Oh man. Please tell me one of 'em is Ma.,2
"Of course, course one of 'em's Ma. What's the matter with you.",3
"Night, you guys.",0
"Oh look, it's the woman we ordered.",1
"Hey. Can, uh, can we help you?",1
"Oh, no thanks, I'm just waiting for, uh, Joey Tribbiani.",0
I'm Joey Tribbiani.,4
"Oh no, not you, big Joey. Oh my God, you're so much cuter than your pictures! I-I'm, I'm Ronni....Cheese Nip?",1
