label,text
hap,Oh Come and kiss me darling before your body rots and worms pop out of your eye sockets.
hap,"Oh See, I don't care what you do, see.  You can paint yourself green and run naked through the Place Vendome and run off with all of the men of the world.  I shan't say a word, just as long as you love me best."
hap,"That was a rouser, wasn't it?"
hap,[LAUGHTER] I'll never forget his face. [LAUGHTER]
hap,[LAUGHTER] We were very much younger then.
hap,And very much sillier.
hap,Oh.  You knew there was nothing in that.
hap,"Presents?  It was only a trivial, little brooch."
neu,I did not.  You worked that whole thing up in your jealous imagination.
neu,"Well, what of it?"
fru,Oh dear.  I'm bored with this conversation.
ang,Don't be stupid.
ang,What?
ang,No.  I am just making myself fascinating for you.
ang,Oh.  It's a woman's duty to allure the man.
ang,No it isn't.
ang,You shut up.
ang,They sting. I don't care.  Do you understand?  I don't care if they bark and they roll about like hoops.
ang,"Yes I did, quite a lot."
ang,Mind your own business.
ang,"You're quite insufferable, I expect it's because you are drunk."
ang,You've always had a weak head.
ang,"On the contrary, a child of two can get violently drunk on only one glass of brandy."
ang,Oh shut up.
ang,Shut up.
ang,"Not very funny, darling.  Why don't you have some more brandy."
neu,Why?
neu,There are no people upstairs; it's a photographer's studio.
neu,They are away in Tunis.
ang,Fine if you insist on being boorish and idiotic.
ang,"You are far too temperamental, try to control yourself."
ang,"I won't.  Let go, let go of me. Listen, listen?  I'm sick and tired of listening to you, you sadistic bully."
ang,"Oh shut up.  Let go.  I hate you, I hate you.  Do you hear?  You are a conceited and overbearing and utterly impossible."
ang,This is the end.  Do you hear me?  Finally and forever.
ang,Oh.  Yes I am.
ang,"Yes I am.   Stop it. Stop it.  Let go of me. Oh.  You're a cruel fiend.  I loathe and I hate you. Marry you again?  Never, never, never. I hope you die in torment, you brute beast cad."
neu,However I believe the real cause of that row was Peter Burden.
neu,I knew nothing of the sort.  You took presents from him.
neu,You went out of your way to torture me over Peter Burden.
fru,"Well, you let him kiss you, huh?  You said you did."
ang,What about me?
fru,So am I.  I'm bored stiff. [GARBAGE]  Do you want some brandy?
neu,"I'll have a little, I think."
neu,"No particular reason.  Anyhow, they are very small ones."
fru,"You can hardly call three glasses of liquor a whole evening long, going on and on and on."
fru,Oh.  Don't be so grand.  Just because you don't happen to want one at the moment.
ang,"Really, Amanda."
fru,Nothing.
neu,"you going out somewhere, dear?"
neu,"Well as a matter of fact, yes, that's perfectly true."
neu,Yes it is.
ang,"Oh really.  It's a pity you didn't have any brandy, it would have made you a little less disagreeable."
ang,"Snap, snap, snap.  You know you are like a little adder."
ang,Nonsense.  They have a bag of venom behind their fangs and they snap. They snap.
ang,Did you see much of Peter Burden after our divorce?
ang,"And I suppose you let him kiss you a good deal more than, too. Yes.  I suppose you guys had a riotous time, huh?  All out, no restraint at all.  Well, you never really had much anyhow."
ang,I think I am not in the least bit drunk.
ang,I think I mentioned once before that I've had three minute liquor glasses the whole evening long.  A child of two cannot get drunk on that.
ang,"That's very interesting Amanda. How about a child of four?  Or a child of six?  Or a child of nine? We can get a good little conversation going on about this, you know, intemperate tots."
ang,"Look, you better turn that off. I don't want to wake up the people upstairs."
ang,Well then you'll wake up the people downstairs.
neu,This is no time of year for Tunis.
ang,I will do no such thing.
ang,"Will you turn that off, it's driving me mad."
ang,Turn it off.
ang,"Amanda, listen, listen."
ang,Oh.  That's very amusing indeed.
ang,"You are a vile, ill-tempered, loose living, wicked little beast and I never want to see you again as long as I live."
ang,You're not going like this.
ang,You're not.
ang,"Shut up. Shut up. God, I wouldn't marry you again if you came crawling back to me on a bended knee.  You are a vile, ill-tempered, mean little wench and I never want to see you again as long as I live."
ang,Next.
ang,My window is open.
fru,What are you... what's...What are you applying for?
ang,"No, I need your ID to give you a second ID."
ang,It's really simple if you have a problem with it... Maybe you should--
fru,You have a birth certificate?
ang,What do you expect me to do?
ang,Probably.
fru,I am..I don't..I don't understand what you want.  A driver's license or a California ID.
ang,Don't raise your voice with me.
ang,Don't talk to me like I'm a child.
ang,Do you know how long I've been working here? How long have you lived in California?
ang,"Maybe you never been to the D.M.V. before, maybe you should get back in line.  You know what?  sit in line again and if you get my number ask for different one."
neu,Uh huh.  I didn't come here get in yelling match either.
neu,They don't pay me enough to deal people like you.
fru,"Yes, me. Okay, okay here we go."
fru,"Okay, so filled out all these forms  --"
fru,and I have This form of ID here so...
neu,"Yes, Jones."
fru,I'm just applying for another ID.
fru,"Yes.  I'm supposed to have three forms of ID for this.  It's a long story, I'm supposed to have three forms of ID for this other job I really don't get into but I need another..."
fru,"I have it right here, yes."
fru,But that's...
fru,"That's why I'm here, that's why I was waiting in this line.  I need to get another form of ID."
neu,"No, I don't have a passport."
fru,"I don't where it is though, I don't have with me.  Can I get it from somewhere?  I mean..."
fru,I probably have to go wait another line to get my birth certificate don't I?
fru,You're very helpful.  What's your name?
fru,So can you help me or not?
fru,Okay. [BREATHING]
fru,I need California ID.
fru,On top of these other two forms of ID which I already have.
fru,"No, I don't have driver's license."
ang,Did you even look at the form?  I filled it out all these questions--
fru,Okay.
fru,If it makes you stop acting like a child.
ang,I am not...I'm not getting to back that line.
fru,"Okay, okay let's keep our voices down, okay?  I didn't come here to get in yelling match."
fru,"I did not come in here to get in a yelling match with you, all right?"
fru,Just try and help me.
ang,Why?
ang,"Why, because I'm sick of talking to you."
ang,"'Cause you're obviously not talking to me, you're just yelling at me, berating me and telling me I can't fill out forms right."
fru,"Oh, no honey. And you're going to miss the Christmas card too. It's a shame. It's going to be a good, nice picture."
neu,What's happening?
fru,How...
fru,How can they do that?
fru,They said you're home for at least four years.
fru,[BREATHING]
fru,That's not fair.
fru,[BREATHING]
sad,I don't even know what to tell you.
sad,What about the birthday party?
sad,You're going with the same ones?
sad,It's not the same though.
sad,Mm hmm.  We'll build a bunker and never come out.
sad,Don't say that.
neu,"Hey, Joy come in here."
sad,I have to go back.
sad,I just got a letter I have to go back.
sad,First thing tomorrow morning.
fru,"I guess they can do it,"
sad,"The National Guard is I guess really spread thin and then everyone has to go.  We all have to go back, my whole companies going back."
sad,"So yeah, we leave tomorrow..."
sad,...we're all shipping out.
sad,I just got I feel like I'm in shock actually.
sad,I don't know.
sad,I guess you're just going to have to have it without me.
sad,"Hey listen, it's going to be okay though, all right?"
sad,You're going to be fine.
sad,"I'm going to be fine too, okay?"
sad,I know I have a good... I have a really good group of guys with me.
sad,We're going to be okay.
sad,Do promise me you're going to take a lot of pictures.
sad,I know.
sad,I just wish there was something I could do.
sad,Run away?
sad,"I really don't want to go, I don't want to go..."
sad,I love you.
exc,Why?
exc,Is she on the run?
exc,"Oh, she just needs to marry you."
exc,That's incredible. That's awesome. Where's she from?  Maybe you can get a dual citizenship.
exc,That's so cool. Uh huh.
exc,[LAUGHTER] Why did she pick you? Where were you?
exc,You were at a party? And she's like hey. You seem unattached she's like.
exc,That's unbelievable... Yeah.
exc,Well I've known people who have done this before. Yeah.  You just- it's really fun actually 'cause you have like a fake engagement party and all your friends come over and like...
exc,"Yeah. Yeah. And then yeah, and then you know like you could like you could do like like sock her for a lot of money"
