Sr No.,text,label
706,"That was supposed to be a good thing, I forget why.",0
707,"Just listen, Monica, I, do you know, okay, do you know, I couldn't sleep for like a month because I got like a dot of ink on one of the sofa cushions.",0
708,"Well, you-you coulda just turned the cushion over.",0
709,"Yeah, I would've except I had a big spaghetti stain on the other side.",0
710,What?!?!,2
711,"Okay, this is what I'm talking about, this. I-I need to live in a land where people can spill.",0
712,You can spill. In the sink.,0
713,"Aw, honey it's not your fault, y'know this is who you are, and I love you, and I want us to be friends, and if I keep living here I don't see that happening.",4
714,"I love you, too.",1
715,"Aww, good.  What?",1
716,What? I'm just said.,4
717,"No you're not, you're wondering which cushion it is.",0
718,Oh my God! Are you serious?!,2
719,Uh-huh.,0
720,I would love to live with you Ross.. that's-that's great! Thank you!,1
721,"Well, I'm-I'm just glad I could, y'know, help you out.",0
723,"Ross-Ross, you have no idea what this means to me!",1
724,"I mean, I mean I was gonna be homeless.",4
725,You just saved me!,1
726,You're my hero!,1
727,"Hero, I uh, I don't know....well, all right.",0
728,"Oh, I have to go tell Monica what a wonderful brother she has!",1
729,"Oh please!   You're gonna say things now, aren't ya?",1
730,No.,0
731,"No, I won't.",0
732,"But I should tell you this, this exact same thing happened to my roommate Denise.",0
733,"She moved in with a guy who was secretly married to her and he said he didn't love her, but he really did, and it just blew up!",3
744,"...Dammit, hire the girl!  Okay, everybody ready?",3
745,"Uh, listen, I just wanna thank you for this great opportunity.",1
746,Lose the robe.,0
747,Me?,2
748,That's great.,1
749,"Well, I'm gonna get another espresso. Can I get you another latte?",0
750,"No, no, I'm still working on mine.",0
751,That's it?,2
752,"Yeah, it was really hard.",4
753,"Oh, yeah, that hug looked pretty brutal.",0
754,"Ok, you weren't there.",3
755,"Wow! That's ah, that's pretty nice!",1
756,Pretty nice?,0
757,"You'll have to pardon my roommate, he wanted to marry this.",0
758,"We don't have 50 bucks, but would you be willing to trade for it? We've got a canoe.",0
759,"Y'know, I, I really don't think we need a canoe.",0
760,You gotta take the canoe!,3
761,"All right, just, just take the entertainment center, and then when you get home, throw the canoe away!",0
762,We're not throwing it away! I built that canoe!,3
763,Good for you!!,3
764,Pheebs?,0
765,Yeah?,0
766,"Okay. Then I guess it's just, wait here then.   Hi. I need one fake ticket to Yemen.",0
767,One ticket to Yemen?,2
768,"Oh no-no-no, no. No, no, no, I just, I just need a pretend ticket.",0
769,"I'm sorry sir, I don't understand.",2
770,What would you give to a kid if he wanted a ticket to play with?,0
771,Are you travelling with a child?,0
772,No.,0
773,"All right, y'know what, she's  gonna think that I'm handing you a credit card, but what I'm really gonna do is hand you a library card.",0
776,"Okay, but this is the last time.",0
777,"With a chick-chick here, and a chick-chick there.",1
778,"Here a chick, there a chick, everywhere a chick-chick--chickeeeen.",1
779,Hey.,0
780,Hey.,0
781,How's she doing?,0
782,She?,2
783,"Well yeah, don't-don't you think it's a she?",0
784,"I don't know.  I can't tell, what ever it was went back in too quickly.",0
785,"Well, anyway, I got to go change, I'm ah, meeting some of the cast for drinks.",0
786,Excuse me?,2
787,What?,0
788,"Okay, good, so there you go. Go with Vince.",1
789,"Yeah, but Jason's really sensitive.",0
790,"Well sensitive is important, pick him.",0
791,Yeah.,0
792,"Oh sure, go with the sissy.",5
793,Jason is not a sissy!,3
794,"Oh no-no-no-no, I meant Chandler.",3
795,Hi.,0
796,"So uh, apparently people are familiar with the Europe story?",0
797,Yeah.,0
798,"Listen about that, the whole uh, who came on to who thing really doesn't matter.",0
799,"I mean, I think it would've happened either way.",0
800,I mean if you hadn't initiated it I-I-I know I would've.,0
801,It was an amazing night.,1
802,It was. It was an amazing night.,1
803,You think it looked amazing?,4
804,Do we have a name yet?,0
805,"No, not yet.",0
806,"That's fine, for now we'll just call her Baby Girl Green.",0
807,"Oh no, Baby Girl Geller-Green.",0
808,Hello baby girl.,1
809,"Ah-ha, nowhere to run!",1
810,I don't like sitting up here! I'm just gonna over,3
811,No Rachel! They got here first!,3
812,Why is Ross doing that?,0
813,DANGER,6
814,Oh my God! Why is he jumping on those women!,2
815,No that's all right. Don't worry about it.,0
816,Oh but look! That's gonna leave a stain!,5
817,Rach! Hey! It's fine! You're at Joey's!,1
818,Really?,2
819,Yeah! Look!,0
820,I've never lived like this before.,5
821,I know.,0
822,"All right, don't waste it, I mean its still food.",0
823,"Hey Joey, is this the bed where Olivia lost her virginity?",0
824,"I don't know, but one of the extras sure did!  Hey, listen    Rach. Thanks again for coming down to watch my scenes!",1
825,"Oh, please!Honey, just the fact that you want me here to support    you, I'm...OH MY GOD!Is that Christian Sanders?He's so",2
826,Also so,0
827,"Oh, in my head he's done some pretty ""not-gay-stuff""!",0
828,"Well, at the Christmas party him and Santa did some definitely    gay stuff!",0
829,"OK, you've got to promise that you'll never, ever tell Ross that I told you.",0
830,About what?,0
831,He's planning your birthday party.,0
832,Oh my God! I love him!,1
833,You'd better act surprised.,6
834,About what?,0
835,My surprise party!,1
836,What surprise party?,2
837,Oh stop it. Joey already told me.,1
838,"Well, he didn't tell me.",0
839,"Hey, don't look at me. This is Ross's thing.",0
840,This is so typical. I'm always the last one to know everything.,3
841,"No, you are not. We tell you stuff.",0
842,Yuh-huh!,3
843,I was the last one to know when Chandler got bitten by the peacock at the zoo.,3
844,I was the last one to know when you had a crush on Joey when he was moving in.,3
845,Looks like I was second to last.,2
846,"Chandler, we still haven't gotten an RSVP from your dad.",0
847,"Oh! Right. Umm, maybe that's because I didn't send him an invitation.",0
848,Chandler! He's your father.  he should be at the wedding.,3
849,I don't even know the man. Okay? We're not that close. I haven't seen him in years.,5
850,Well what are you gonna do when he finds out he wasn't even asked?!,4
852,It's not like we run in the same circles.,0
853,"I hang out with you guys, and he stars in a drag show in Vegas.",5
854,"Ooh, I think I wanna trade circles.",0
857,Nobody is gonna be staring at the bride when the father of the groom is wearing a back-less dress.,5
858,So what! As long as he's not wearing a white dress and a veil I don't care.,0
859,"Okay, I think I need to do some shopping.",0
860,Hello! Who's in there?,0
861,How ya doin'?,0
862,Who in the hell are you?,3
863,"I guess you wouldn't believe me if I said I was Kurt Douglas, huh?",0
864,"No-no, Rachel, don't get it! He can't see us!",6
865,"No, yeah! The groom cannot see the bride!",3
866,I'm not gonna marry Chandler!,3
867,Not after this!,3
868,"Okay, you guys, just relax.  I doooo.",0
869,I gotta go.,0
870,"Oh, wait, Joshua! Joshua!   Yeah, well, that oughta do it.",4
871,"Sorry I'm late, but I left late.",0
872,Okay.,0
873,"So Pheebs, what is the book about?",0
874,I thought you said you read it in high school.,0
875,"Well yeah, but then I remembered I started it and there was this pep rally and I was, I was on top of the pyramid but anyway....umm, what is this book about?",0
876,"Excuse me, can I, can I bum one of those?",0
877,"Y'know what, actually…  Okay, okay, okay, what's so funny over here?",0
878,I thought you didn't smoke.,2
879,"Oh, I thought you guys meant marijuana cigarettes, y'know?",0
880,"Y'know what I mean, like dubbies?",0
881,"And I actually, I thought to myself, ""Wow, those guys are crazy!""",2
882,"But no, I actually smoke the regular ones all, all the time.",0
883,We get high.,0
884,"Oh, me too.",0
885,I'm kidding.,0
886,"Oh, me too.",1
887,"Oh, are you sure you're ok?",4
888,Yeah.,0
889,Does it still hurt?,4
890,Yeah.,4
891,What a neat idea. All your clothes match. I'm gonna do this.,1
892,Hi.,0
893,"Hey, how'd it go?",0
894,Excellent.,1
895,"We ripped that couple apart, and kept the pieces for ourselves.",1
896,"What a beautiful story. Hey, I'm fine by the way.",1
897,You know what? You are right. I,0
898,Good for you Pheebs!,1
899,Ok.,0
900,"Okay  If you guys have microphones in there too, I didn't mean",0
901,This sucks! I didn't know I had to stay up all night before I went to this stupid sleep clinic! I'm so tired!,3
902,It's 6:00.,0
904,Hi!,1
906,"Yeah, Rach, I think you're handling that really well.",0
907,Handling it?,0
908,"What do you mean, handling it?",1
909,There's nothing to handle.,1
910,"Now, maybe I would have a problem with this if it wasn't for me and Joshua.",0
911,"Y'know, they're not gonna get married anyway!",3
912,What?,2
913,Come on!,3
914,They rushed into this thing so fast it's ridiculous!,5
917,"And somewhere along the way, one of them is gonna realise what they've done and they're call the whole thing off.",0
918,"I'm telling ya, you're gonna be dancing at my wedding before you're dancing at there's.",1
919,What the hell is this?!,2
920,"What, did you actually thought it would make me feel better to give me stuff that I can't use for another two months?!",3
921,This sucks!,3
922,"All right, what's my next present?",0
924,"All right, there's a nuclear holocaust, I'm the last man on Earth. Would you go out with me?",0
925,Enhh,0
926,I've got canned goods.,0
927,"Hey, you guys! Take a look at this!  Check this baby out, dug me a hole!",2
928,"Excellent hole, Joe.",0
929,Oh no! No!! My hole!!,2
930,Ow!! Ow!!!,5
931,What?! What?!! What is it?!,2
932,My drinking?,0
933,"Oh, I must've said that after you left.",0
934,Said what? Exactly.,6
935,That you enjoyed the occasional drink…ing binge.,0
936,"Oh my God!! Ohh, that is it! I'm leaving! You are just a horrible person!",5
937,Wait-wait-wait-wait-wait-wait-wait-wait!!,6
938,If you're gonna get all sensitive about it!,3
939,I don't want to lose you.,4
940,"What if I, create a position for you?",0
941,I'll make you an assistant buyer in this department.,0
942,Say more things like that.,1
943,"You can have your own office, and a raise! Effective tomorrow.",1
944,I'd need an expense account.,0
945,Done!,1
946,And an assistant.,0
947,"Sophie, get in here!",1
948,Monica? You gonna be very proud of me. I just got us dates with two unbelievably cute nurses.,1
949,Oh my!,2
950,They're male nurses.,0
951,Not in my head.,0
952,"Anyway, they want to take us out Saturday night! What do you say?",1
953,Umm.  Umm. Umm. I don't think so.,1
954,What?,2
955,What are you talking about?!,2
956,You-you're the one who's been telling me to get over Ross and move on.,3
957,"I'm moving on, and you're moving on with me.",0
958,"Come on, give me one good reason why you don't wanna go.",0
959,"Umm, why don't you give",0
960,What?,2
961,Harder than it sounds. Isn't it?,0
962,"Okay, you're coming with me, and I also told them that if we're still here when they get off that we'll go down to the cafeteria and have some",0
963,Yep! There's always room for,0
964,"Joey, how do you make",0
965,"Oh, it's easy. Yeah, I-I can do it with anything. Watch uh,  Grandma's chicken salad",0
966,"Hello, this is Monica...",0
967,Yeah???,0
968,Oh...,0
969,"Okay, yes, we'll be right, we'll be right down.",0
970,Thank you.,0
971,Okay. Let's bring it in.,0
972,"Wait no, honey, honey throw it to me, throw it to me.",0
973,Here you go.,0
974,That almost hit me in the face.,3
976,"Well, if the magician can open my beer with his but cheeks, then all right.",0
977,Hey!,1
978,Hey!,1
979,Y'know I'm-I'm really glad we decided not to sleep together before the wedding.,1
980,"Oh boy, me too!",1
981,Y'know I was thinking if we had a…a big fight and uh we broke up for a few hours,0
982,Yeah?,6
983,"Technically we could have sex again. What do you think, bossy and domineering?!",0
984,"The wedding is off, sloppy and immature!",3
985,That's me! Come on!,1
986,"Okay.  But wait, we can't. My Cousin Cassie is in the guest room, we're supposed to have lunch.",0
987,"Well, get rid of her, obsessive and shrill.",0
988,Shrill?! The wedding is back on!,3
989,I thought I heard voices. You must be Chandler.,0
990,Hi! Nice to meet you!,1
